Profile,Winner,Num_Violations,candidate_pairs,candidate_pairs-normalized,candidate_pairs-no_diagonal,candidate_pairs-normalized-no_diagonal,candidate_pairs-normalized-upper_half,binary_pairs,binary_pairs-no_diagonal,binary_pairs-upper_half,rank_matrix,rank_matrix-normalized,Borda ranking Winner,Plurality ranking Winner,STV Winner,Approval Voting (AV) Winner,Proportional Approval Voting (PAV) Winner,Approval Chamberlin-Courant (CC) Winner,Lexicographic Chamberlin-Courant (lex-CC) Winner,Sequential Approval Chamberlin-Courant (seq-CC) Winner,Monroe's Approval Rule (Monroe) Winner,Greedy Monroe Winner,Minimax Approval Voting (MAV) Winner
"[(1, 0, 3, 2, 4), (4, 2, 3, 0, 1), (2, 4, 3, 0, 1), (2, 3, 0, 4, 1), (2, 4, 3, 0, 1), (1, 0, 3, 2, 4), (1, 0, 3, 2, 4), (1, 0, 3, 2, 4), (4, 2, 3, 0, 1), (4, 2, 3, 0, 1)]","(0, 1, 1, 0, 1)",2,"[0, 6, 4, 4, 5, 4, 0, 4, 4, 4, 6, 6, 0, 6, 7, 6, 6, 4, 0, 5, 5, 6, 3, 5, 0]","[0.0, 0.06, 0.04, 0.04, 0.05, 0.04, 0.0, 0.04, 0.04, 0.04, 0.06, 0.06, 0.0, 0.06, 0.07, 0.06, 0.06, 0.04, 0.0, 0.05, 0.05, 0.06, 0.03, 0.05, 0.0]","[6, 4, 4, 5, 4, 4, 4, 4, 6, 6, 6, 7, 6, 6, 4, 5, 5, 6, 3, 5]","[0.06, 0.04, 0.04, 0.05, 0.04, 0.04, 0.04, 0.04, 0.06, 0.06, 0.06, 0.07, 0.06, 0.06, 0.04, 0.05, 0.05, 0.06, 0.03, 0.05]","[0.12245 0.08163 0.08163 0.10204 0.08163 0.08163 0.08163 0.12245 0.14286
 0.10204]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[0, 4, 1, 5, 0, 4, 0, 0, 0, 6, 3, 3, 0, 4, 0, 0, 1, 9, 0, 0, 3, 2, 0, 1, 4]","[0.0, 0.08, 0.02, 0.1, 0.0, 0.08, 0.0, 0.0, 0.0, 0.12, 0.06, 0.06, 0.0, 0.08, 0.0, 0.0, 0.02, 0.18, 0.0, 0.0, 0.06, 0.04, 0.0, 0.02, 0.08]","(1, 0, 1, 1, 0)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(0, 1, 1, 1, 0)"
"[(4, 2, 1, 3, 0), (3, 0, 1, 2, 4), (0, 3, 1, 2, 4), (3, 1, 2, 4, 0), (4, 2, 1, 3, 0), (1, 3, 0, 2, 4), (1, 2, 3, 0, 4), (4, 2, 1, 3, 0), (0, 3, 1, 2, 4), (0, 3, 1, 2, 4)]","(1, 1, 0, 1, 0)",1,"[0, 4, 5, 3, 6, 6, 0, 7, 5, 7, 5, 3, 0, 4, 7, 7, 5, 6, 0, 7, 4, 3, 3, 3, 0]","[0.0, 0.04, 0.05, 0.03, 0.06, 0.06, 0.0, 0.07, 0.05, 0.07, 0.05, 0.03, 0.0, 0.04, 0.07, 0.07, 0.05, 0.06, 0.0, 0.07, 0.04, 0.03, 0.03, 0.03, 0.0]","[4, 5, 3, 6, 6, 7, 5, 7, 5, 3, 4, 7, 7, 5, 6, 7, 4, 3, 3, 3]","[0.04, 0.05, 0.03, 0.06, 0.06, 0.07, 0.05, 0.07, 0.05, 0.03, 0.04, 0.07, 0.07, 0.05, 0.06, 0.07, 0.04, 0.03, 0.03, 0.03]","[0.07273 0.09091 0.05455 0.10909 0.12727 0.09091 0.12727 0.07273 0.12727
 0.12727]","[0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 1, 0, 1, 0, 1, 1]","[3, 1, 1, 1, 4, 2, 1, 7, 0, 0, 0, 4, 1, 5, 0, 2, 4, 1, 3, 0, 3, 0, 0, 1, 6]","[0.06, 0.02, 0.02, 0.02, 0.08, 0.04, 0.02, 0.14, 0.0, 0.0, 0.0, 0.08, 0.02, 0.1, 0.0, 0.04, 0.08, 0.02, 0.06, 0.0, 0.06, 0.0, 0.0, 0.02, 0.12]","(0, 1, 1, 1, 0)","(1, 1, 0, 0, 1)","(1, 0, 0, 1, 1)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 0, 1, 1, 1)","(0, 1, 1, 1, 0)","(1, 1, 1, 0, 0)","(0, 1, 0, 1, 1)","(0, 1, 1, 1, 0)","(0, 1, 0, 1, 1)"
"[(3, 4, 1, 2, 0), (4, 1, 2, 3, 0), (1, 4, 2, 0, 3), (3, 4, 1, 2, 0), (2, 1, 4, 3, 0), (4, 3, 1, 2, 0), (0, 2, 1, 4, 3), (1, 2, 4, 3, 0), (3, 4, 1, 2, 0), (1, 2, 0, 4, 3)]","(0, 1, 1, 0, 1)",1,"[0, 1, 1, 3, 2, 9, 0, 8, 6, 5, 9, 2, 0, 6, 4, 7, 4, 4, 0, 3, 8, 5, 6, 7, 0]","[0.0, 0.01, 0.01, 0.03, 0.02, 0.09, 0.0, 0.08, 0.06, 0.05, 0.09, 0.02, 0.0, 0.06, 0.04, 0.07, 0.04, 0.04, 0.0, 0.03, 0.08, 0.05, 0.06, 0.07, 0.0]","[1, 1, 3, 2, 9, 8, 6, 5, 9, 2, 6, 4, 7, 4, 4, 3, 8, 5, 6, 7]","[0.01, 0.01, 0.03, 0.02, 0.09, 0.08, 0.06, 0.05, 0.09, 0.02, 0.06, 0.04, 0.07, 0.04, 0.04, 0.03, 0.08, 0.05, 0.06, 0.07]","[0.02564 0.02564 0.07692 0.05128 0.20513 0.15385 0.12821 0.15385 0.10256
 0.07692]","[0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 1, 1, 0, 1, 0, 0]","[1, 0, 1, 1, 7, 3, 2, 5, 0, 0, 1, 3, 2, 4, 0, 3, 1, 0, 3, 3, 2, 4, 2, 2, 0]","[0.02, 0.0, 0.02, 0.02, 0.14, 0.06, 0.04, 0.1, 0.0, 0.0, 0.02, 0.06, 0.04, 0.08, 0.0, 0.06, 0.02, 0.0, 0.06, 0.06, 0.04, 0.08, 0.04, 0.04, 0.0]","(0, 1, 1, 0, 1)","(0, 1, 0, 1, 1)","(0, 1, 0, 1, 1)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 0, 1, 1, 1)","(0, 1, 1, 0, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(0, 1, 1, 1, 0)","(0, 1, 1, 0, 1)"
"[(4, 3, 0, 2, 1), (0, 4, 3, 2, 1), (2, 1, 3, 4, 0), (2, 1, 3, 4, 0), (2, 1, 3, 4, 0), (3, 2, 1, 4, 0), (3, 2, 1, 4, 0), (2, 3, 1, 4, 0), (0, 4, 3, 2, 1), (1, 2, 3, 4, 0)]","(0, 1, 1, 1, 0)",0,"[0, 3, 3, 2, 2, 7, 0, 1, 4, 7, 7, 9, 0, 5, 7, 8, 6, 5, 0, 7, 8, 3, 3, 3, 0]","[0.0, 0.03, 0.03, 0.02, 0.02, 0.07, 0.0, 0.01, 0.04, 0.07, 0.07, 0.09, 0.0, 0.05, 0.07, 0.08, 0.06, 0.05, 0.0, 0.07, 0.08, 0.03, 0.03, 0.03, 0.0]","[3, 3, 2, 2, 7, 1, 4, 7, 7, 9, 5, 7, 8, 6, 5, 7, 8, 3, 3, 3]","[0.03, 0.03, 0.02, 0.02, 0.07, 0.01, 0.04, 0.07, 0.07, 0.09, 0.05, 0.07, 0.08, 0.06, 0.05, 0.07, 0.08, 0.03, 0.03, 0.03]","[0.07317 0.07317 0.04878 0.04878 0.02439 0.09756 0.17073 0.12195 0.17073
 0.17073]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 1, 1]","[2, 0, 1, 0, 7, 1, 3, 3, 0, 3, 4, 3, 0, 3, 0, 2, 2, 6, 0, 0, 1, 2, 0, 7, 0]","[0.04, 0.0, 0.02, 0.0, 0.14, 0.02, 0.06, 0.06, 0.0, 0.06, 0.08, 0.06, 0.0, 0.06, 0.0, 0.04, 0.04, 0.12, 0.0, 0.0, 0.02, 0.04, 0.0, 0.14, 0.0]","(0, 1, 1, 1, 0)","(1, 0, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)","(0, 1, 1, 1, 0)","(0, 0, 1, 1, 1)"
"[(2, 1, 3, 4, 0), (4, 1, 2, 3, 0), (2, 3, 0, 1, 4), (2, 3, 0, 1, 4), (0, 3, 2, 1, 4), (2, 1, 3, 4, 0), (2, 1, 4, 3, 0), (2, 1, 4, 3, 0), (0, 3, 2, 1, 4), (1, 2, 4, 3, 0)]","(0, 1, 1, 1, 0)",0,"[0, 4, 2, 2, 4, 6, 0, 2, 6, 9, 8, 8, 0, 8, 9, 8, 4, 2, 0, 6, 6, 1, 1, 4, 0]","[0.0, 0.04, 0.02, 0.02, 0.04, 0.06, 0.0, 0.02, 0.06, 0.09, 0.08, 0.08, 0.0, 0.08, 0.09, 0.08, 0.04, 0.02, 0.0, 0.06, 0.06, 0.01, 0.01, 0.04, 0.0]","[4, 2, 2, 4, 6, 2, 6, 9, 8, 8, 8, 9, 8, 4, 2, 6, 6, 1, 1, 4]","[0.04, 0.02, 0.02, 0.04, 0.06, 0.02, 0.06, 0.09, 0.08, 0.08, 0.08, 0.09, 0.08, 0.04, 0.02, 0.06, 0.06, 0.01, 0.01, 0.04]","[0.07692 0.03846 0.03846 0.07692 0.03846 0.11538 0.17308 0.15385 0.17308
 0.11538]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]","[2, 0, 2, 0, 6, 1, 5, 0, 4, 0, 6, 1, 3, 0, 0, 0, 4, 2, 4, 0, 1, 0, 3, 2, 4]","[0.04, 0.0, 0.04, 0.0, 0.12, 0.02, 0.1, 0.0, 0.08, 0.0, 0.12, 0.02, 0.06, 0.0, 0.0, 0.0, 0.08, 0.04, 0.08, 0.0, 0.02, 0.0, 0.06, 0.04, 0.08]","(0, 1, 1, 1, 0)","(1, 1, 1, 0, 0)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 0, 1, 1, 1)","(0, 1, 1, 1, 0)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)"
"[(2, 0, 1, 4, 3), (2, 0, 1, 4, 3), (4, 3, 1, 0, 2), (1, 4, 0, 3, 2), (1, 4, 3, 0, 2), (2, 0, 1, 4, 3), (4, 1, 3, 0, 2), (0, 2, 1, 4, 3), (3, 4, 1, 0, 2), (3, 4, 1, 0, 2)]","(0, 1, 0, 1, 1)",1,"[0, 4, 7, 5, 4, 6, 0, 6, 7, 6, 3, 4, 0, 4, 4, 5, 3, 6, 0, 2, 6, 4, 6, 8, 0]","[0.0, 0.04, 0.07, 0.05, 0.04, 0.06, 0.0, 0.06, 0.07, 0.06, 0.03, 0.04, 0.0, 0.04, 0.04, 0.05, 0.03, 0.06, 0.0, 0.02, 0.06, 0.04, 0.06, 0.08, 0.0]","[4, 7, 5, 4, 6, 6, 7, 6, 3, 4, 4, 4, 5, 3, 6, 2, 6, 4, 6, 8]","[0.04, 0.07, 0.05, 0.04, 0.06, 0.06, 0.07, 0.06, 0.03, 0.04, 0.04, 0.04, 0.05, 0.03, 0.06, 0.02, 0.06, 0.04, 0.06, 0.08]","[0.08163 0.14286 0.10204 0.08163 0.12245 0.14286 0.12245 0.08163 0.08163
 0.04082]","[0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0]","[0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[0, 1, 0, 0, 1, 1, 1, 0, 0, 0]","[1, 3, 1, 5, 0, 2, 1, 7, 0, 0, 3, 1, 0, 0, 6, 2, 1, 2, 1, 4, 2, 4, 0, 4, 0]","[0.02, 0.06, 0.02, 0.1, 0.0, 0.04, 0.02, 0.14, 0.0, 0.0, 0.06, 0.02, 0.0, 0.0, 0.12, 0.04, 0.02, 0.04, 0.02, 0.08, 0.04, 0.08, 0.0, 0.08, 0.0]","(1, 1, 0, 0, 1)","(0, 1, 1, 1, 0)","(0, 1, 1, 0, 1)","(0, 1, 0, 1, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","(1, 1, 0, 0, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 0, 1, 0)","(0, 1, 1, 0, 1)"
"[(0, 3, 1, 4, 2), (0, 4, 2, 3, 1), (3, 0, 1, 4, 2), (4, 2, 0, 3, 1), (1, 3, 0, 4, 2), (0, 3, 1, 4, 2), (0, 4, 2, 3, 1), (4, 0, 3, 2, 1), (4, 0, 2, 3, 1), (3, 1, 0, 4, 2)]","(1, 0, 0, 1, 1)",0,"[0, 8, 9, 7, 7, 2, 0, 5, 1, 5, 1, 5, 0, 4, 0, 3, 9, 6, 0, 5, 3, 5, 10, 5, 0]","[0.0, 0.08, 0.09, 0.07, 0.07, 0.02, 0.0, 0.05, 0.01, 0.05, 0.01, 0.05, 0.0, 0.04, 0.0, 0.03, 0.09, 0.06, 0.0, 0.05, 0.03, 0.05, 0.1, 0.05, 0.0]","[8, 9, 7, 7, 2, 5, 1, 5, 1, 5, 4, 0, 3, 9, 6, 5, 3, 5, 10, 5]","[0.08, 0.09, 0.07, 0.07, 0.02, 0.05, 0.01, 0.05, 0.01, 0.05, 0.04, 0.0, 0.03, 0.09, 0.06, 0.05, 0.03, 0.05, 0.1, 0.05]","[0.15686 0.17647 0.13725 0.13725 0.09804 0.01961 0.09804 0.07843 0.
 0.09804]","[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[4, 3, 3, 0, 0, 1, 1, 3, 0, 5, 0, 1, 3, 1, 5, 2, 3, 1, 4, 0, 3, 2, 0, 5, 0]","[0.08, 0.06, 0.06, 0.0, 0.0, 0.02, 0.02, 0.06, 0.0, 0.1, 0.0, 0.02, 0.06, 0.02, 0.1, 0.04, 0.06, 0.02, 0.08, 0.0, 0.06, 0.04, 0.0, 0.1, 0.0]","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(0, 0, 1, 1, 1)","(1, 0, 0, 1, 1)","(1, 1, 1, 0, 0)","(0, 1, 0, 1, 1)","(1, 0, 1, 1, 0)","(1, 0, 0, 1, 1)"
"[(0, 4, 2, 3, 1), (2, 3, 0, 1, 4), (4, 0, 2, 3, 1), (0, 2, 3, 4, 1), (2, 3, 1, 0, 4), (2, 0, 4, 3, 1), (2, 0, 4, 3, 1), (2, 3, 0, 4, 1), (3, 1, 2, 0, 4), (4, 0, 2, 3, 1)]","(1, 0, 1, 0, 1)",0,"[0, 8, 4, 6, 8, 2, 0, 1, 0, 3, 6, 9, 0, 9, 7, 4, 10, 1, 0, 5, 2, 7, 3, 5, 0]","[0.0, 0.08, 0.04, 0.06, 0.08, 0.02, 0.0, 0.01, 0.0, 0.03, 0.06, 0.09, 0.0, 0.09, 0.07, 0.04, 0.1, 0.01, 0.0, 0.05, 0.02, 0.07, 0.03, 0.05, 0.0]","[8, 4, 6, 8, 2, 1, 0, 3, 6, 9, 9, 7, 4, 10, 1, 5, 2, 7, 3, 5]","[0.08, 0.04, 0.06, 0.08, 0.02, 0.01, 0.0, 0.03, 0.06, 0.09, 0.09, 0.07, 0.04, 0.1, 0.01, 0.05, 0.02, 0.07, 0.03, 0.05]","[0.15686 0.07843 0.11765 0.15686 0.01961 0.      0.05882 0.17647 0.13725
 0.09804]","[0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]","[1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0]","[1, 0, 1, 1, 0, 0, 0, 1, 1, 0]","[2, 4, 2, 2, 0, 0, 1, 1, 1, 7, 5, 1, 4, 0, 0, 1, 3, 1, 5, 0, 2, 1, 2, 2, 3]","[0.04, 0.08, 0.04, 0.04, 0.0, 0.0, 0.02, 0.02, 0.02, 0.14, 0.1, 0.02, 0.08, 0.0, 0.0, 0.02, 0.06, 0.02, 0.1, 0.0, 0.04, 0.02, 0.04, 0.04, 0.06]","(1, 0, 1, 1, 0)","(1, 0, 1, 0, 1)","(1, 0, 1, 1, 0)","(1, 0, 1, 0, 1)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)"
"[(2, 3, 0, 4, 1), (4, 1, 0, 3, 2), (0, 4, 3, 2, 1), (2, 3, 0, 4, 1), (1, 4, 0, 3, 2), (3, 2, 0, 4, 1), (4, 0, 3, 1, 2), (2, 3, 0, 4, 1), (3, 0, 4, 2, 1), (1, 4, 0, 3, 2)]","(1, 0, 0, 1, 1)",1,"[0, 7, 6, 5, 6, 3, 0, 4, 3, 2, 4, 6, 0, 3, 4, 5, 7, 7, 0, 5, 4, 8, 6, 5, 0]","[0.0, 0.07, 0.06, 0.05, 0.06, 0.03, 0.0, 0.04, 0.03, 0.02, 0.04, 0.06, 0.0, 0.03, 0.04, 0.05, 0.07, 0.07, 0.0, 0.05, 0.04, 0.08, 0.06, 0.05, 0.0]","[7, 6, 5, 6, 3, 4, 3, 2, 4, 6, 3, 4, 5, 7, 7, 5, 4, 8, 6, 5]","[0.07, 0.06, 0.05, 0.06, 0.03, 0.04, 0.03, 0.02, 0.04, 0.06, 0.03, 0.04, 0.05, 0.07, 0.07, 0.05, 0.04, 0.08, 0.06, 0.05]","[0.15556 0.13333 0.11111 0.13333 0.08889 0.06667 0.04444 0.06667 0.08889
 0.11111]","[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0]","[1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 0, 0, 0, 0, 0]","[1, 2, 7, 0, 0, 2, 1, 0, 1, 6, 3, 1, 0, 2, 4, 2, 3, 2, 3, 0, 2, 3, 1, 4, 0]","[0.02, 0.04, 0.14, 0.0, 0.0, 0.04, 0.02, 0.0, 0.02, 0.12, 0.06, 0.02, 0.0, 0.04, 0.08, 0.04, 0.06, 0.04, 0.06, 0.0, 0.04, 0.06, 0.02, 0.08, 0.0]","(1, 0, 0, 1, 1)","(0, 1, 1, 1, 0)","(0, 0, 1, 1, 1)","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(0, 0, 1, 1, 1)","(1, 0, 0, 1, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)"
"[(4, 1, 2, 3, 0), (4, 1, 2, 3, 0), (4, 1, 2, 3, 0), (3, 2, 0, 1, 4), (0, 3, 2, 1, 4), (4, 1, 2, 3, 0), (1, 2, 3, 0, 4), (2, 3, 0, 1, 4), (0, 3, 2, 1, 4), (1, 4, 2, 3, 0)]","(0, 1, 1, 0, 1)",0,"[0, 4, 2, 2, 5, 6, 0, 6, 6, 6, 8, 4, 0, 7, 5, 8, 4, 3, 0, 5, 5, 4, 5, 5, 0]","[0.0, 0.04, 0.02, 0.02, 0.05, 0.06, 0.0, 0.06, 0.06, 0.06, 0.08, 0.04, 0.0, 0.07, 0.05, 0.08, 0.04, 0.03, 0.0, 0.05, 0.05, 0.04, 0.05, 0.05, 0.0]","[4, 2, 2, 5, 6, 6, 6, 6, 8, 4, 7, 5, 8, 4, 3, 5, 5, 4, 5, 5]","[0.04, 0.02, 0.02, 0.05, 0.06, 0.06, 0.06, 0.06, 0.08, 0.04, 0.07, 0.05, 0.08, 0.04, 0.03, 0.05, 0.05, 0.04, 0.05, 0.05]","[0.08333 0.04167 0.04167 0.10417 0.125   0.125   0.125   0.14583 0.10417
 0.10417]","[0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 1, 1, 1, 0, 0]","[2, 0, 2, 1, 5, 2, 4, 0, 4, 0, 1, 2, 7, 0, 0, 1, 3, 1, 5, 0, 4, 1, 0, 0, 5]","[0.04, 0.0, 0.04, 0.02, 0.1, 0.04, 0.08, 0.0, 0.08, 0.0, 0.02, 0.04, 0.14, 0.0, 0.0, 0.02, 0.06, 0.02, 0.1, 0.0, 0.08, 0.02, 0.0, 0.0, 0.1]","(0, 1, 1, 1, 0)","(1, 1, 0, 0, 1)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 1, 1, 1, 0)","(0, 0, 1, 1, 1)","(0, 1, 1, 1, 0)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(0, 1, 1, 1, 0)","(0, 0, 1, 1, 1)"
"[(1, 0, 4, 3, 2), (3, 4, 2, 1, 0), (4, 1, 0, 3, 2), (4, 3, 1, 2, 0), (1, 0, 4, 3, 2), (2, 3, 4, 1, 0), (4, 1, 0, 3, 2), (2, 3, 4, 1, 0), (0, 1, 4, 3, 2), (4, 1, 0, 3, 2)]","(1, 1, 0, 0, 1)",0,"[0, 1, 6, 6, 3, 9, 0, 7, 6, 3, 4, 3, 0, 2, 2, 4, 4, 8, 0, 3, 7, 7, 8, 7, 0]","[0.0, 0.01, 0.06, 0.06, 0.03, 0.09, 0.0, 0.07, 0.06, 0.03, 0.04, 0.03, 0.0, 0.02, 0.02, 0.04, 0.04, 0.08, 0.0, 0.03, 0.07, 0.07, 0.08, 0.07, 0.0]","[1, 6, 6, 3, 9, 7, 6, 3, 4, 3, 2, 2, 4, 4, 8, 3, 7, 7, 8, 7]","[0.01, 0.06, 0.06, 0.03, 0.09, 0.07, 0.06, 0.03, 0.04, 0.03, 0.02, 0.02, 0.04, 0.04, 0.08, 0.03, 0.07, 0.07, 0.08, 0.07]","[0.02564 0.15385 0.15385 0.07692 0.17949 0.15385 0.07692 0.05128 0.05128
 0.07692]","[0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0]","[0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1, 0, 0, 0, 0]","[1, 2, 3, 0, 4, 2, 4, 1, 3, 0, 2, 0, 1, 1, 6, 1, 3, 0, 6, 0, 4, 1, 5, 0, 0]","[0.02, 0.04, 0.06, 0.0, 0.08, 0.04, 0.08, 0.02, 0.06, 0.0, 0.04, 0.0, 0.02, 0.02, 0.12, 0.02, 0.06, 0.0, 0.12, 0.0, 0.08, 0.02, 0.1, 0.0, 0.0]","(0, 1, 0, 1, 1)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","(0, 1, 0, 1, 1)","(1, 1, 0, 0, 1)","(0, 1, 0, 1, 1)","(1, 0, 1, 0, 1)","(0, 1, 0, 1, 1)"
"[(4, 3, 0, 1, 2), (3, 4, 0, 1, 2), (4, 3, 0, 1, 2), (2, 1, 0, 3, 4), (0, 3, 4, 1, 2), (0, 1, 2, 3, 4), (1, 0, 3, 4, 2), (2, 1, 0, 3, 4), (4, 3, 0, 1, 2), (4, 3, 0, 1, 2)]","(1, 0, 0, 1, 1)",0,"[0, 7, 8, 5, 5, 3, 0, 8, 4, 4, 2, 2, 0, 3, 3, 5, 6, 7, 0, 6, 5, 6, 7, 4, 0]","[0.0, 0.07, 0.08, 0.05, 0.05, 0.03, 0.0, 0.08, 0.04, 0.04, 0.02, 0.02, 0.0, 0.03, 0.03, 0.05, 0.06, 0.07, 0.0, 0.06, 0.05, 0.06, 0.07, 0.04, 0.0]","[7, 8, 5, 5, 3, 8, 4, 4, 2, 2, 3, 3, 5, 6, 7, 6, 5, 6, 7, 4]","[0.07, 0.08, 0.05, 0.05, 0.03, 0.08, 0.04, 0.04, 0.02, 0.02, 0.03, 0.03, 0.05, 0.06, 0.07, 0.06, 0.05, 0.06, 0.07, 0.04]","[0.13208 0.15094 0.09434 0.09434 0.15094 0.07547 0.07547 0.0566  0.0566
 0.11321]","[0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0]","[1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0]","[1, 1, 0, 0, 1, 0, 0, 0, 0, 1]","[2, 1, 7, 0, 0, 1, 3, 0, 6, 0, 2, 0, 1, 0, 7, 1, 5, 1, 3, 0, 4, 1, 1, 1, 3]","[0.04, 0.02, 0.14, 0.0, 0.0, 0.02, 0.06, 0.0, 0.12, 0.0, 0.04, 0.0, 0.02, 0.0, 0.14, 0.02, 0.1, 0.02, 0.06, 0.0, 0.08, 0.02, 0.02, 0.02, 0.06]","(1, 0, 0, 1, 1)","(1, 0, 1, 0, 1)","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(0, 0, 1, 1, 1)","(1, 1, 0, 1, 0)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 0, 1, 0)","(1, 0, 1, 1, 0)"
